"MAT_ALU_MATRICULA","MAT_TUR_DIS_DISCIPLINA","DISCIPLINA","MAT_TUR_ANO","MAT_TUR_PERIODO","MAT_MEDIA_FINAL"
"054adfd061165d98ace0ca50828e8e18",1109103,"Cálculo Diferencial e Integral I",2016,1,7.6
"9aa8898b26ab91eb44630efd76957aab",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,NA
"9aa8898b26ab91eb44630efd76957aab",1109103,"Cálculo Diferencial e Integral I",2016,1,2.2
"9aa8898b26ab91eb44630efd76957aab",1411167,"Programação I",2016,1,3.4
"9aa8898b26ab91eb44630efd76957aab",1411174,"Introdução à Computação",2016,1,5.5
"f57e37d2e56f532547cc60a5d7632ae2",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,5.1
"f57e37d2e56f532547cc60a5d7632ae2",1109103,"Cálculo Diferencial e Integral I",2016,1,8.3
"f57e37d2e56f532547cc60a5d7632ae2",1411167,"Programação I",2016,1,7.1
"f57e37d2e56f532547cc60a5d7632ae2",1411174,"Introdução à Computação",2016,1,2.4
"f57e37d2e56f532547cc60a5d7632ae2",1411180,"Laboratório de Programação I",2016,1,7.1
"2cfdd451464e47be9ff88052b5a2170d",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,NA
"2cfdd451464e47be9ff88052b5a2170d",1109103,"Cálculo Diferencial e Integral I",2016,1,5
"2cfdd451464e47be9ff88052b5a2170d",1411174,"Introdução à Computação",2016,1,3.7
"2cfdd451464e47be9ff88052b5a2170d",1411180,"Laboratório de Programação I",2016,1,6.5
"4fb4f7c795e807fee048be09a903cd92",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,8.9
"4fb4f7c795e807fee048be09a903cd92",1109103,"Cálculo Diferencial e Integral I",2016,1,7.8
"4fb4f7c795e807fee048be09a903cd92",1411167,"Programação I",2016,1,8.9
"4fb4f7c795e807fee048be09a903cd92",1411180,"Laboratório de Programação I",2016,1,9
"4fb4f7c795e807fee048be09a903cd92",1411174,"Introdução à Computação",2016,1,10
"4fb4f7c795e807fee048be09a903cd92",1307151,"Leitura e Produção de Textos",2016,1,9.2
"24a4a2e83cf780e772b91a60813cafe4",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,7
"24a4a2e83cf780e772b91a60813cafe4",1307151,"Leitura e Produção de Textos",2016,1,8
"24a4a2e83cf780e772b91a60813cafe4",1411174,"Introdução à Computação",2016,1,7.3
"24a4a2e83cf780e772b91a60813cafe4",1411180,"Laboratório de Programação I",2016,1,5.5
"24a4a2e83cf780e772b91a60813cafe4",1411167,"Programação I",2016,1,5.5
"24a4a2e83cf780e772b91a60813cafe4",1109103,"Cálculo Diferencial e Integral I",2016,1,6.9
"183d6c8021a803f4c346b73731258dce",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,8.3
"183d6c8021a803f4c346b73731258dce",1109103,"Cálculo Diferencial e Integral I",2016,1,7.1
"183d6c8021a803f4c346b73731258dce",1411167,"Programação I",2016,1,9.4
"183d6c8021a803f4c346b73731258dce",1411180,"Laboratório de Programação I",2016,1,9.4
"183d6c8021a803f4c346b73731258dce",1411174,"Introdução à Computação",2016,1,9.2
"b885c3b8fd4ac322d23965634a1e77d9",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,7.8
"b885c3b8fd4ac322d23965634a1e77d9",1109103,"Cálculo Diferencial e Integral I",2016,1,5
"b885c3b8fd4ac322d23965634a1e77d9",1411167,"Programação I",2016,1,7
"b885c3b8fd4ac322d23965634a1e77d9",1411174,"Introdução à Computação",2016,1,5.6
"b885c3b8fd4ac322d23965634a1e77d9",1411180,"Laboratório de Programação I",2016,1,7
"b885c3b8fd4ac322d23965634a1e77d9",1307151,"Leitura e Produção de Textos",2016,1,6.2
"09c4313516ac08cf6e9889831d1c3ba5",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,1.8
"09c4313516ac08cf6e9889831d1c3ba5",1109103,"Cálculo Diferencial e Integral I",2016,1,5
"09c4313516ac08cf6e9889831d1c3ba5",1307151,"Leitura e Produção de Textos",2016,1,9
"09c4313516ac08cf6e9889831d1c3ba5",1411167,"Programação I",2016,1,7.2
"09c4313516ac08cf6e9889831d1c3ba5",1411174,"Introdução à Computação",2016,1,6.6
"09c4313516ac08cf6e9889831d1c3ba5",1411180,"Laboratório de Programação I",2016,1,7.2
"752d4d1b83f23967f49ff44f452061b6",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,2.3
"752d4d1b83f23967f49ff44f452061b6",1109103,"Cálculo Diferencial e Integral I",2016,1,7.2
"752d4d1b83f23967f49ff44f452061b6",1307151,"Leitura e Produção de Textos",2016,1,10
"752d4d1b83f23967f49ff44f452061b6",1411167,"Programação I",2016,1,5.7
"752d4d1b83f23967f49ff44f452061b6",1411174,"Introdução à Computação",2016,1,7.7
"752d4d1b83f23967f49ff44f452061b6",1411180,"Laboratório de Programação I",2016,1,5.7
"81cb5150105e19f070a8ba19082be41d",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,NA
"81cb5150105e19f070a8ba19082be41d",1109103,"Cálculo Diferencial e Integral I",2016,1,5.3
"81cb5150105e19f070a8ba19082be41d",1307151,"Leitura e Produção de Textos",2016,1,9.7
"81cb5150105e19f070a8ba19082be41d",1411167,"Programação I",2016,1,5
"81cb5150105e19f070a8ba19082be41d",1411174,"Introdução à Computação",2016,1,6.5
"81cb5150105e19f070a8ba19082be41d",1411180,"Laboratório de Programação I",2016,1,5
"cac59a06ab4da2b67c53701a7e8e72cc",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,8
"cac59a06ab4da2b67c53701a7e8e72cc",1109103,"Cálculo Diferencial e Integral I",2016,1,9.3
"cac59a06ab4da2b67c53701a7e8e72cc",1411167,"Programação I",2016,1,9.1
"cac59a06ab4da2b67c53701a7e8e72cc",1411174,"Introdução à Computação",2016,1,7.1
"252ccf504bac35fe0e1153f3c0d98acd",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,6.1
"252ccf504bac35fe0e1153f3c0d98acd",1109103,"Cálculo Diferencial e Integral I",2016,1,7.2
"252ccf504bac35fe0e1153f3c0d98acd",1411167,"Programação I",2016,1,3.4
"252ccf504bac35fe0e1153f3c0d98acd",1411174,"Introdução à Computação",2016,1,5.3
"252ccf504bac35fe0e1153f3c0d98acd",1411180,"Laboratório de Programação I",2016,1,3.4
"e51208e3f7be870c3902888d6034671e",1307151,"Leitura e Produção de Textos",2016,1,8.3
"e51208e3f7be870c3902888d6034671e",1411167,"Programação I",2016,1,8.4
"e51208e3f7be870c3902888d6034671e",1411174,"Introdução à Computação",2016,1,8.2
"e51208e3f7be870c3902888d6034671e",1411180,"Laboratório de Programação I",2016,1,8.4
"e51208e3f7be870c3902888d6034671e",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,6.7
"e51208e3f7be870c3902888d6034671e",1109103,"Cálculo Diferencial e Integral I",2016,1,7.4
"792868eca24bb7caa487a08cf6c3fa5f",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,NA
"792868eca24bb7caa487a08cf6c3fa5f",1109103,"Cálculo Diferencial e Integral I",2016,1,5
"792868eca24bb7caa487a08cf6c3fa5f",1307151,"Leitura e Produção de Textos",2016,1,9.7
"792868eca24bb7caa487a08cf6c3fa5f",1411167,"Programação I",2016,1,3.7
"792868eca24bb7caa487a08cf6c3fa5f",1411174,"Introdução à Computação",2016,1,7.1
"792868eca24bb7caa487a08cf6c3fa5f",1411180,"Laboratório de Programação I",2016,1,3.7
"cfb75a7b964c616cb0839643dc75a8ed",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,NA
"cfb75a7b964c616cb0839643dc75a8ed",1109103,"Cálculo Diferencial e Integral I",2016,1,6.9
"cfb75a7b964c616cb0839643dc75a8ed",1307151,"Leitura e Produção de Textos",2016,1,8.3
"cfb75a7b964c616cb0839643dc75a8ed",1411167,"Programação I",2016,1,5.8
"cfb75a7b964c616cb0839643dc75a8ed",1411174,"Introdução à Computação",2016,1,5.5
"cfb75a7b964c616cb0839643dc75a8ed",1411180,"Laboratório de Programação I",2016,1,5.8
"949e2297de5b5e69d5fac28b13b268dd",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,7.5
"949e2297de5b5e69d5fac28b13b268dd",1109103,"Cálculo Diferencial e Integral I",2016,1,7.9
"949e2297de5b5e69d5fac28b13b268dd",1307151,"Leitura e Produção de Textos",2016,1,9.3
"949e2297de5b5e69d5fac28b13b268dd",1411167,"Programação I",2016,1,5.7
"949e2297de5b5e69d5fac28b13b268dd",1411174,"Introdução à Computação",2016,1,7.8
"949e2297de5b5e69d5fac28b13b268dd",1411180,"Laboratório de Programação I",2016,1,5.7
"3ebddbbc1b88df9dbd312be2e5d460d7",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,NA
"3ebddbbc1b88df9dbd312be2e5d460d7",1109103,"Cálculo Diferencial e Integral I",2016,1,5.3
"3ebddbbc1b88df9dbd312be2e5d460d7",1307151,"Leitura e Produção de Textos",2016,1,7.7
"3ebddbbc1b88df9dbd312be2e5d460d7",1411167,"Programação I",2016,1,5.1
"3ebddbbc1b88df9dbd312be2e5d460d7",1411174,"Introdução à Computação",2016,1,7.3
"3ebddbbc1b88df9dbd312be2e5d460d7",1411180,"Laboratório de Programação I",2016,1,5.1
"d71fb2fabf4dd856f3b801f91b6e7b7c",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,1.7
"d71fb2fabf4dd856f3b801f91b6e7b7c",1109103,"Cálculo Diferencial e Integral I",2016,1,7
"d71fb2fabf4dd856f3b801f91b6e7b7c",1411167,"Programação I",2016,1,9.1
"d71fb2fabf4dd856f3b801f91b6e7b7c",1411174,"Introdução à Computação",2016,1,5.2
"72a3f3ac7bb06a1ee2e61e462bdc05ac",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,8.8
"72a3f3ac7bb06a1ee2e61e462bdc05ac",1109103,"Cálculo Diferencial e Integral I",2016,1,9.6
"72a3f3ac7bb06a1ee2e61e462bdc05ac",1307151,"Leitura e Produção de Textos",2016,1,10
"72a3f3ac7bb06a1ee2e61e462bdc05ac",1411167,"Programação I",2016,1,9.1
"72a3f3ac7bb06a1ee2e61e462bdc05ac",1411174,"Introdução à Computação",2016,1,8.5
"72a3f3ac7bb06a1ee2e61e462bdc05ac",1411180,"Laboratório de Programação I",2016,1,9.1
"f682af3150421f9997d371b8f115e1ba",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,7.2
"f682af3150421f9997d371b8f115e1ba",1109103,"Cálculo Diferencial e Integral I",2016,1,8
"f682af3150421f9997d371b8f115e1ba",1307151,"Leitura e Produção de Textos",2016,1,10
"f682af3150421f9997d371b8f115e1ba",1411167,"Programação I",2016,1,9.3
"f682af3150421f9997d371b8f115e1ba",1411174,"Introdução à Computação",2016,1,8.6
"f682af3150421f9997d371b8f115e1ba",1411180,"Laboratório de Programação I",2016,1,9.3
"43ff907e2b9e14e035d06cb81a244e4b",1411167,"Programação I",2016,1,6.4
"43ff907e2b9e14e035d06cb81a244e4b",1411174,"Introdução à Computação",2016,1,6.4
"43ff907e2b9e14e035d06cb81a244e4b",1411180,"Laboratório de Programação I",2016,1,6.4
"7003af7ab17f31c58114e7bd00c5f83f",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,4
"7003af7ab17f31c58114e7bd00c5f83f",1109103,"Cálculo Diferencial e Integral I",2016,1,7.1
"7003af7ab17f31c58114e7bd00c5f83f",1307151,"Leitura e Produção de Textos",2016,1,10
"7003af7ab17f31c58114e7bd00c5f83f",1411174,"Introdução à Computação",2016,1,8.5
"7003af7ab17f31c58114e7bd00c5f83f",1411180,"Laboratório de Programação I",2016,1,9.3
"8138b32b7bab7f2928acf6a2c4b04aa2",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,NA
"8138b32b7bab7f2928acf6a2c4b04aa2",1109103,"Cálculo Diferencial e Integral I",2016,1,1.4
"8138b32b7bab7f2928acf6a2c4b04aa2",1411167,"Programação I",2016,1,7.1
"8138b32b7bab7f2928acf6a2c4b04aa2",1411174,"Introdução à Computação",2016,1,6.1
"8138b32b7bab7f2928acf6a2c4b04aa2",1411180,"Laboratório de Programação I",2016,1,7.1
"00d9156b08b28e7b58a25a9351242e9f",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,5.7
"00d9156b08b28e7b58a25a9351242e9f",1109103,"Cálculo Diferencial e Integral I",2016,1,5
"00d9156b08b28e7b58a25a9351242e9f",1411174,"Introdução à Computação",2016,1,7.1
"00d9156b08b28e7b58a25a9351242e9f",1411167,"Programação I",2016,1,5.5
"00d9156b08b28e7b58a25a9351242e9f",1411180,"Laboratório de Programação I",2016,1,5.5
"c6d7c51fc2c619b95936a31bc7492ea6",1307151,"Leitura e Produção de Textos",2016,1,7
"c6d7c51fc2c619b95936a31bc7492ea6",1411167,"Programação I",2016,1,8.6
"c6d7c51fc2c619b95936a31bc7492ea6",1411174,"Introdução à Computação",2016,1,8.6
"c6d7c51fc2c619b95936a31bc7492ea6",1411180,"Laboratório de Programação I",2016,1,8.6
"c6d7c51fc2c619b95936a31bc7492ea6",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,7
"c6d7c51fc2c619b95936a31bc7492ea6",1109103,"Cálculo Diferencial e Integral I",2016,1,7.8
"9f9df38bb59c7ec121db1918f8d70c05",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,5.7
"9f9df38bb59c7ec121db1918f8d70c05",1109103,"Cálculo Diferencial e Integral I",2016,1,7
"9f9df38bb59c7ec121db1918f8d70c05",1307151,"Leitura e Produção de Textos",2016,1,7.7
"9f9df38bb59c7ec121db1918f8d70c05",1411167,"Programação I",2016,1,6.4
"9f9df38bb59c7ec121db1918f8d70c05",1411174,"Introdução à Computação",2016,1,7.7
"9f9df38bb59c7ec121db1918f8d70c05",1411180,"Laboratório de Programação I",2016,1,6.4
"357d93e31ac9d3f6a2eb59ffa96c9651",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,5.6
"2de2953c96776c5ee0cecea28695900e",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,7.2
"2de2953c96776c5ee0cecea28695900e",1109103,"Cálculo Diferencial e Integral I",2016,1,8.2
"2de2953c96776c5ee0cecea28695900e",1307151,"Leitura e Produção de Textos",2016,1,9.5
"2de2953c96776c5ee0cecea28695900e",1411174,"Introdução à Computação",2016,1,8
"2de2953c96776c5ee0cecea28695900e",1411180,"Laboratório de Programação I",2016,1,9.1
"3a31536d55172974132b606b31430046",1307151,"Leitura e Produção de Textos",2016,1,9.3
"3a31536d55172974132b606b31430046",1411167,"Programação I",2016,1,8.7
"3a31536d55172974132b606b31430046",1411174,"Introdução à Computação",2016,1,7.1
"a5564c9bc241f625b4bd3934d49bb1ba",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,NA
"a5564c9bc241f625b4bd3934d49bb1ba",1109103,"Cálculo Diferencial e Integral I",2016,1,NA
"a5564c9bc241f625b4bd3934d49bb1ba",1411167,"Programação I",2016,1,2.3
"a5564c9bc241f625b4bd3934d49bb1ba",1411174,"Introdução à Computação",2016,1,NA
"4758886f3dd6449478b176a6d7f9bf7d",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,NA
"4758886f3dd6449478b176a6d7f9bf7d",1109103,"Cálculo Diferencial e Integral I",2016,1,0.5
"4758886f3dd6449478b176a6d7f9bf7d",1411167,"Programação I",2016,1,7.7
"4758886f3dd6449478b176a6d7f9bf7d",1411174,"Introdução à Computação",2016,1,6.3
"4758886f3dd6449478b176a6d7f9bf7d",1411180,"Laboratório de Programação I",2016,1,7.7
"e12a833c1c9e8b1e3b157893bb395779",1109103,"Cálculo Diferencial e Integral I",2016,1,8.8
"d38c55d6d956d6ad3e59c6151d9ae675",1109103,"Cálculo Diferencial e Integral I",2016,1,3.4
"d38c55d6d956d6ad3e59c6151d9ae675",1411167,"Programação I",2016,1,3.3
"d38c55d6d956d6ad3e59c6151d9ae675",1411174,"Introdução à Computação",2016,1,2.5
"a0e37c93e7dfca75e1d478670964fc43",1109103,"Cálculo Diferencial e Integral I",2016,1,7
"a0e37c93e7dfca75e1d478670964fc43",1411167,"Programação I",2016,1,6.4
"a0e37c93e7dfca75e1d478670964fc43",1411174,"Introdução à Computação",2016,1,8.3
"a0e37c93e7dfca75e1d478670964fc43",1411180,"Laboratório de Programação I",2016,1,6.4
"a0e37c93e7dfca75e1d478670964fc43",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,5.2
"a0e37c93e7dfca75e1d478670964fc43",1307151,"Leitura e Produção de Textos",2016,1,7.1
"f7b1de15960f846e74ec703b87d00c30",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,5.1
"f7b1de15960f846e74ec703b87d00c30",1109103,"Cálculo Diferencial e Integral I",2016,1,5.6
"f7b1de15960f846e74ec703b87d00c30",1307151,"Leitura e Produção de Textos",2016,1,6.3
"f7b1de15960f846e74ec703b87d00c30",1411167,"Programação I",2016,1,8.9
"f7b1de15960f846e74ec703b87d00c30",1411180,"Laboratório de Programação I",2016,1,8.9
"ba2c2da90909b2e7cd233436af5d3023",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,6.7
"ba2c2da90909b2e7cd233436af5d3023",1109103,"Cálculo Diferencial e Integral I",2016,1,7.4
"ba2c2da90909b2e7cd233436af5d3023",1307151,"Leitura e Produção de Textos",2016,1,7
"ba2c2da90909b2e7cd233436af5d3023",1411167,"Programação I",2016,1,9.8
"ba2c2da90909b2e7cd233436af5d3023",1411174,"Introdução à Computação",2016,1,7.5
"ba2c2da90909b2e7cd233436af5d3023",1411180,"Laboratório de Programação I",2016,1,9.8
"6753f8d521da49fd649e4394a344b367",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,NA
"6753f8d521da49fd649e4394a344b367",1109103,"Cálculo Diferencial e Integral I",2016,1,2.5
"6753f8d521da49fd649e4394a344b367",1307151,"Leitura e Produção de Textos",2016,1,NA
"6753f8d521da49fd649e4394a344b367",1411167,"Programação I",2016,1,9.8
"6753f8d521da49fd649e4394a344b367",1411174,"Introdução à Computação",2016,1,4.7
"6753f8d521da49fd649e4394a344b367",1411180,"Laboratório de Programação I",2016,1,9.8
"70a057f760409ba93e2c4f220cd01471",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,6.2
"70a057f760409ba93e2c4f220cd01471",1109103,"Cálculo Diferencial e Integral I",2016,1,8.5
"70a057f760409ba93e2c4f220cd01471",1307151,"Leitura e Produção de Textos",2016,1,9
"70a057f760409ba93e2c4f220cd01471",1411167,"Programação I",2016,1,6
"70a057f760409ba93e2c4f220cd01471",1411174,"Introdução à Computação",2016,1,8.3
"70a057f760409ba93e2c4f220cd01471",1411180,"Laboratório de Programação I",2016,1,6
"7a055aecf227f5732c91b1ac9e01e89c",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,7
"7a055aecf227f5732c91b1ac9e01e89c",1109103,"Cálculo Diferencial e Integral I",2016,1,8.3
"7a055aecf227f5732c91b1ac9e01e89c",1307151,"Leitura e Produção de Textos",2016,1,9.3
"7a055aecf227f5732c91b1ac9e01e89c",1411167,"Programação I",2016,1,9.2
"7a055aecf227f5732c91b1ac9e01e89c",1411174,"Introdução à Computação",2016,1,6.7
"7a055aecf227f5732c91b1ac9e01e89c",1411180,"Laboratório de Programação I",2016,1,9.2
"0574a9438f1ced3edbefe0abc119183b",1411167,"Programação I",2016,1,9.2
"0574a9438f1ced3edbefe0abc119183b",1411174,"Introdução à Computação",2016,1,10
"0574a9438f1ced3edbefe0abc119183b",1411180,"Laboratório de Programação I",2016,1,9.2
"f7b1de15960f846e74ec703b87d00c30",1411174,"Introdução à Computação",2016,1,5.7
"3c8a7ef389b46076c01d38522f671a13",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,5.8
"3c8a7ef389b46076c01d38522f671a13",1109103,"Cálculo Diferencial e Integral I",2016,1,5
"3c8a7ef389b46076c01d38522f671a13",1307151,"Leitura e Produção de Textos",2016,1,8.2
"3c8a7ef389b46076c01d38522f671a13",1411180,"Laboratório de Programação I",2016,1,7.5
"3c8a7ef389b46076c01d38522f671a13",1411174,"Introdução à Computação",2016,1,7.5
"3c8a7ef389b46076c01d38522f671a13",1411167,"Programação I",2016,1,7.5
"befe0f1b5ee41ee6b4da7efe93b089a8",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,2.8
"befe0f1b5ee41ee6b4da7efe93b089a8",1109103,"Cálculo Diferencial e Integral I",2016,1,7
"befe0f1b5ee41ee6b4da7efe93b089a8",1307151,"Leitura e Produção de Textos",2016,1,8.7
"befe0f1b5ee41ee6b4da7efe93b089a8",1411167,"Programação I",2016,1,7.2
"befe0f1b5ee41ee6b4da7efe93b089a8",1411174,"Introdução à Computação",2016,1,8.1
"befe0f1b5ee41ee6b4da7efe93b089a8",1411180,"Laboratório de Programação I",2016,1,7.2
"a88832fb33dc079b19df4461f0c34ac4",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,NA
"a88832fb33dc079b19df4461f0c34ac4",1109103,"Cálculo Diferencial e Integral I",2016,1,6.8
"a88832fb33dc079b19df4461f0c34ac4",1307151,"Leitura e Produção de Textos",2016,1,10
"a88832fb33dc079b19df4461f0c34ac4",1411167,"Programação I",2016,1,6.6
"a88832fb33dc079b19df4461f0c34ac4",1411174,"Introdução à Computação",2016,1,7
"a88832fb33dc079b19df4461f0c34ac4",1411180,"Laboratório de Programação I",2016,1,6.6
"10149bc303d09c40beb81f2a47a4d374",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,NA
"10149bc303d09c40beb81f2a47a4d374",1109103,"Cálculo Diferencial e Integral I",2016,1,5.2
"10149bc303d09c40beb81f2a47a4d374",1307151,"Leitura e Produção de Textos",2016,1,9
"10149bc303d09c40beb81f2a47a4d374",1411167,"Programação I",2016,1,9.1
"10149bc303d09c40beb81f2a47a4d374",1411174,"Introdução à Computação",2016,1,6
"10149bc303d09c40beb81f2a47a4d374",1411180,"Laboratório de Programação I",2016,1,9.1
"c87f2c740d6e68c90fdc5ca3aa70b286",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,7.8
"c87f2c740d6e68c90fdc5ca3aa70b286",1109103,"Cálculo Diferencial e Integral I",2016,1,8.6
"c87f2c740d6e68c90fdc5ca3aa70b286",1411174,"Introdução à Computação",2016,1,8.5
"0574a9438f1ced3edbefe0abc119183b",1109103,"Cálculo Diferencial e Integral I",2016,1,9
"0574a9438f1ced3edbefe0abc119183b",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,8.1
"4fff9013eb5f0c13c0ee43a797ba6efa",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,8.7
"4fff9013eb5f0c13c0ee43a797ba6efa",1109103,"Cálculo Diferencial e Integral I",2016,1,10
"4fff9013eb5f0c13c0ee43a797ba6efa",1411174,"Introdução à Computação",2016,1,9.8
"4fff9013eb5f0c13c0ee43a797ba6efa",1411180,"Laboratório de Programação I",2016,1,9.7
"5e53132523ce61a0135d38fd1205482e",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,NA
"5e53132523ce61a0135d38fd1205482e",1109103,"Cálculo Diferencial e Integral I",2016,1,NA
"5e53132523ce61a0135d38fd1205482e",1411174,"Introdução à Computação",2016,1,NA
"5e53132523ce61a0135d38fd1205482e",1411180,"Laboratório de Programação I",2016,1,NA
"d93cfdc48be6eee0784d0e3eaea5cc6b",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,5.2
"d93cfdc48be6eee0784d0e3eaea5cc6b",1109103,"Cálculo Diferencial e Integral I",2016,1,2.9
"b8327173cfd1336fd6deec7ac29f13bc",1109103,"Cálculo Diferencial e Integral I",2016,1,0.2
"b8327173cfd1336fd6deec7ac29f13bc",1411167,"Programação I",2016,1,8.3
"b8327173cfd1336fd6deec7ac29f13bc",1411174,"Introdução à Computação",2016,1,5.4
"2e3e38f8f0c490399e0d6868adab5211",1109103,"Cálculo Diferencial e Integral I",2016,1,6.7
"2e3e38f8f0c490399e0d6868adab5211",1411167,"Programação I",2016,1,7.9
"2e3e38f8f0c490399e0d6868adab5211",1411174,"Introdução à Computação",2016,1,7.3
"2e3e38f8f0c490399e0d6868adab5211",1411180,"Laboratório de Programação I",2016,1,7.9
"2e3e38f8f0c490399e0d6868adab5211",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,5.6
"f09c1ffe6024b51e346bbb26dd2828e0",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,5.2
"f09c1ffe6024b51e346bbb26dd2828e0",1307151,"Leitura e Produção de Textos",2016,1,7.2
"f09c1ffe6024b51e346bbb26dd2828e0",1411167,"Programação I",2016,1,7
"f09c1ffe6024b51e346bbb26dd2828e0",1411174,"Introdução à Computação",2016,1,7.5
"f09c1ffe6024b51e346bbb26dd2828e0",1411180,"Laboratório de Programação I",2016,1,7.4
"f09c1ffe6024b51e346bbb26dd2828e0",1109103,"Cálculo Diferencial e Integral I",2016,1,5.5
"c026d4fcc1b4dac5b6aed20646523397",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,NA
"c026d4fcc1b4dac5b6aed20646523397",1109103,"Cálculo Diferencial e Integral I",2016,1,3.1
"c026d4fcc1b4dac5b6aed20646523397",1307151,"Leitura e Produção de Textos",2016,1,NA
"c026d4fcc1b4dac5b6aed20646523397",1411167,"Programação I",2016,1,3.9
"c026d4fcc1b4dac5b6aed20646523397",1411174,"Introdução à Computação",2016,1,NA
"c026d4fcc1b4dac5b6aed20646523397",1411180,"Laboratório de Programação I",2016,1,NA
"f7c534cfa381955da4d3f348890671bf",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,NA
"f7c534cfa381955da4d3f348890671bf",1109103,"Cálculo Diferencial e Integral I",2016,1,7.6
"f7c534cfa381955da4d3f348890671bf",1307151,"Leitura e Produção de Textos",2016,1,8.7
"f7c534cfa381955da4d3f348890671bf",1411174,"Introdução à Computação",2016,1,7
"d6dec77ca6768040999bf54304cc4d11",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,NA
"d6dec77ca6768040999bf54304cc4d11",1109103,"Cálculo Diferencial e Integral I",2016,1,2.8
"d6dec77ca6768040999bf54304cc4d11",1307151,"Leitura e Produção de Textos",2016,1,9.2
"d6dec77ca6768040999bf54304cc4d11",1411167,"Programação I",2016,1,5.1
"d6dec77ca6768040999bf54304cc4d11",1411174,"Introdução à Computação",2016,1,6
"d6dec77ca6768040999bf54304cc4d11",1411180,"Laboratório de Programação I",2016,1,5.1
"05700dfed010f75cc4c77d972f12554b",1109103,"Cálculo Diferencial e Integral I",2016,1,NA
"05700dfed010f75cc4c77d972f12554b",1411180,"Laboratório de Programação I",2016,1,NA
"43ff907e2b9e14e035d06cb81a244e4b",1109035,"Álgebra Vetorial e Geometria Analítica",2016,1,NA
"43ff907e2b9e14e035d06cb81a244e4b",1109103,"Cálculo Diferencial e Integral I",2016,1,NA
"f6dee580b04d9fa2444ba38bdd4191fb",1411180,"Laboratório de Programação I",2016,1,9.2
"9aa8898b26ab91eb44630efd76957aab",1411180,"Laboratório de Programação I",2016,1,3.4
"d71fb2fabf4dd856f3b801f91b6e7b7c",1411180,"Laboratório de Programação I",2016,1,9.1
"d44298e502ccea7844576b5116c0d22b",1411180,"Laboratório de Programação I",2016,1,2.8
"cac59a06ab4da2b67c53701a7e8e72cc",1411180,"Laboratório de Programação I",2016,1,9.1
"95b7657cf83af71538a27cec0fe7aae1",1411180,"Laboratório de Programação I",2016,1,7.2
"0a4c7d73f0c3a76dc958ec92398672c0",1411180,"Laboratório de Programação I",2016,1,5.1
"f7c534cfa381955da4d3f348890671bf",1411180,"Laboratório de Programação I",2016,1,7
